Dates/Times,Probability,Random Number,Occupancy
2018-01-13 21:00:00,0.858,0.17353637092162966,1
2018-01-13 22:00:00,0.883,0.44923031221909526,1
2018-01-13 23:00:00,0.85,0.3941851840476389,1
2018-01-14 00:00:00,0.875,0.04519709326342436,1
2018-01-14 01:00:00,0.817,0.013802042820847182,1
2018-01-14 02:00:00,0.867,0.8521243177086042,1
2018-01-14 03:00:00,0.783,0.7743736272417231,1
2018-01-14 04:00:00,0.8,0.6289664639240222,1
2018-01-14 05:00:00,0.708,0.5667153428511491,1
2018-01-14 06:00:00,0.767,0.42917263607276235,1
2018-01-14 07:00:00,0.683,0.5472347219143293,1
2018-01-14 08:00:00,0.658,0.04183007526040361,1
2018-01-14 09:00:00,0.5,0.8795171701170924,0
2018-01-14 10:00:00,0.517,0.12737414609465714,1
2018-01-14 11:00:00,0.358,0.9705461242918627,0
2018-01-14 12:00:00,0.225,0.9934639674820226,0
2018-01-14 13:00:00,0.167,0.4033031968568246,0
2018-01-14 14:00:00,0.192,0.6193198876398266,0
2018-01-14 15:00:00,0.25,0.9493386893210479,0
2018-01-14 16:00:00,0.542,0.9227169388207582,0
2018-01-14 17:00:00,0.642,0.6627258876289099,0
2018-01-14 18:00:00,0.608,0.11474482932526442,1
2018-01-14 19:00:00,0.692,0.13323686340221386,1
2018-01-14 20:00:00,0.85,0.7664417801935265,1
2018-01-14 21:00:00,0.858,0.188614375430467,1
2018-01-14 22:00:00,0.883,0.1250582580966385,1
2018-01-14 23:00:00,0.85,0.2065633409473,1
2018-01-15 00:00:00,0.875,0.627554802122411,1
2018-01-15 01:00:00,0.817,0.11067916934413458,1
2018-01-15 02:00:00,0.867,0.13373109377630588,1
2018-01-15 03:00:00,0.783,0.3071160785611968,1
2018-01-15 04:00:00,0.8,0.16464547103886917,1
2018-01-15 05:00:00,0.708,0.47401296364909995,1
2018-01-15 06:00:00,0.767,0.8222460284213291,0
2018-01-15 07:00:00,0.683,0.6917932521361115,0
2018-01-15 08:00:00,0.658,0.2763529080243059,1
2018-01-15 09:00:00,0.5,0.8940324920285919,0
2018-01-15 10:00:00,0.517,0.5693885312628874,0
2018-01-15 11:00:00,0.358,0.5737122860501477,0
2018-01-15 12:00:00,0.225,0.23268620171662524,0
2018-01-15 13:00:00,0.167,0.18485678293772956,0
2018-01-15 14:00:00,0.192,0.38915578877919776,0
2018-01-15 15:00:00,0.25,0.8704853651032017,0
2018-01-15 16:00:00,0.542,0.7834447935033556,0
2018-01-15 17:00:00,0.642,0.34423807598974265,1
2018-01-15 18:00:00,0.608,0.8113036074201768,0
2018-01-15 19:00:00,0.692,0.32933838481193534,1
2018-01-15 20:00:00,0.85,0.16544290429522235,1
2018-01-15 21:00:00,0.858,0.954147754378895,0
2018-01-15 22:00:00,0.883,0.4000427555641193,1
2018-01-15 23:00:00,0.85,0.6901756221993951,1
2018-01-16 00:00:00,0.875,0.9129221172360582,0
2018-01-16 01:00:00,0.817,0.586163739257051,1
2018-01-16 02:00:00,0.867,0.3083993900048059,1
2018-01-16 03:00:00,0.783,0.5840931046689011,1
2018-01-16 04:00:00,0.8,0.7138374192460711,1
2018-01-16 05:00:00,0.708,0.714380124192389,0
2018-01-16 06:00:00,0.767,0.8635425678237386,0
2018-01-16 07:00:00,0.683,0.038230750999177165,1
2018-01-16 08:00:00,0.658,0.0643229026422586,1
2018-01-16 09:00:00,0.5,0.8348016362456956,0
2018-01-16 10:00:00,0.517,0.4729653581772506,1
2018-01-16 11:00:00,0.358,0.6415764162126892,0
2018-01-16 12:00:00,0.225,0.4286017043754413,0
2018-01-16 13:00:00,0.167,0.7595792857042251,0
2018-01-16 14:00:00,0.192,0.22908740047371623,0
2018-01-16 15:00:00,0.25,0.9490219111772228,0
2018-01-16 16:00:00,0.542,0.21701566550306095,1
2018-01-16 17:00:00,0.642,0.0688469341464405,1
2018-01-16 18:00:00,0.608,0.6100270567664549,0
2018-01-16 19:00:00,0.692,0.28423638463208856,1
2018-01-16 20:00:00,0.85,0.959970802466966,0
2018-01-16 21:00:00,0.858,0.23182080645362968,1
2018-01-16 22:00:00,0.883,0.6517531580617141,1
2018-01-16 23:00:00,0.85,0.8466913022116462,1
2018-01-17 00:00:00,0.875,0.38555573513899255,1
2018-01-17 01:00:00,0.817,0.537165512730242,1
2018-01-17 02:00:00,0.867,0.04465559017630005,1
2018-01-17 03:00:00,0.783,0.08339754376618913,1
2018-01-17 04:00:00,0.8,0.4076700166740175,1
2018-01-17 05:00:00,0.708,0.15097667530988645,1
2018-01-17 06:00:00,0.767,0.6102992368335812,1
2018-01-17 07:00:00,0.683,0.5072875866837158,1
2018-01-17 08:00:00,0.658,0.7704289364162793,0
2018-01-17 09:00:00,0.5,0.6879280362130097,0
2018-01-17 10:00:00,0.517,0.7671445500335122,0
2018-01-17 11:00:00,0.358,0.4552289495584463,0
2018-01-17 12:00:00,0.225,0.2395095762560817,0
2018-01-17 13:00:00,0.167,0.08469137018986339,1
2018-01-17 14:00:00,0.192,0.7915031793013028,0
2018-01-17 15:00:00,0.25,0.6972812738676483,0
2018-01-17 16:00:00,0.542,0.4019140977585881,1
2018-01-17 17:00:00,0.642,0.8580761815587442,0
2018-01-17 18:00:00,0.608,0.30352494167798416,1
2018-01-17 19:00:00,0.692,0.3464957152849193,1
2018-01-17 20:00:00,0.85,0.5462343141911683,1
2018-01-17 21:00:00,0.858,0.23974344617612986,1
2018-01-17 22:00:00,0.883,0.06503226198375534,1
2018-01-17 23:00:00,0.85,0.953125934037071,0
2018-01-18 00:00:00,0.875,0.5518132634836868,1
2018-01-18 01:00:00,0.817,0.7483783002096362,1
2018-01-18 02:00:00,0.867,0.13233738922555782,1
2018-01-18 03:00:00,0.783,0.013457477957174335,1
2018-01-18 04:00:00,0.8,0.34101898735018543,1
2018-01-18 05:00:00,0.708,0.8408175946000817,0
2018-01-18 06:00:00,0.767,0.059762171051202295,1
2018-01-18 07:00:00,0.683,0.9035886665809969,0
2018-01-18 08:00:00,0.658,0.8005055704818941,0
2018-01-18 09:00:00,0.5,0.3827579474905972,1
2018-01-18 10:00:00,0.517,0.7266200325601893,0
2018-01-18 11:00:00,0.358,0.05394740777905116,1
2018-01-18 12:00:00,0.225,0.7943588522481598,0
2018-01-18 13:00:00,0.167,0.46011588219246313,0
2018-01-18 14:00:00,0.192,0.3027281886905887,0
2018-01-18 15:00:00,0.25,0.22589501137744228,1
2018-01-18 16:00:00,0.542,0.7701270513576706,0
2018-01-18 17:00:00,0.642,0.4433205324603766,1
2018-01-18 18:00:00,0.608,0.36879206116038565,1
2018-01-18 19:00:00,0.692,0.338540569785196,1
2018-01-18 20:00:00,0.85,0.38639935357533606,1
2018-01-18 21:00:00,0.858,0.46937382414148043,1
2018-01-18 22:00:00,0.883,0.8501170191119195,1
2018-01-18 23:00:00,0.85,0.25673060865468755,1
2018-01-19 00:00:00,0.875,0.783823257359423,1
2018-01-19 01:00:00,0.817,0.033249846519481485,1
2018-01-19 02:00:00,0.867,0.3064301500994725,1
2018-01-19 03:00:00,0.783,0.16594591848950435,1
2018-01-19 04:00:00,0.8,0.6091722675479951,1
2018-01-19 05:00:00,0.708,0.81256732376857,0
2018-01-19 06:00:00,0.767,0.15812079222145137,1
2018-01-19 07:00:00,0.683,0.9082946025495261,0
2018-01-19 08:00:00,0.658,0.8460471164039186,0
2018-01-19 09:00:00,0.5,0.8369709337988075,0
2018-01-19 10:00:00,0.517,0.0059300536178594765,1
2018-01-19 11:00:00,0.358,0.5571903241171902,0
2018-01-19 12:00:00,0.225,0.016804890432402853,1
2018-01-19 13:00:00,0.167,0.7555544681962417,0
2018-01-19 14:00:00,0.192,0.33895435791102646,0
2018-01-19 15:00:00,0.25,0.6483030211905328,0
2018-01-19 16:00:00,0.542,0.8581707309612663,0
2018-01-19 17:00:00,0.642,0.8770552880137336,0
2018-01-19 18:00:00,0.608,0.9570301003093775,0
2018-01-19 19:00:00,0.692,0.5508387626291706,1
2018-01-19 20:00:00,0.85,0.6012684914197596,1
2018-01-19 21:00:00,0.858,0.8980393173781893,0
2018-01-19 22:00:00,0.883,0.031065094929229597,1
2018-01-19 23:00:00,0.85,0.03909594863450638,1
2018-01-20 00:00:00,0.875,0.8338256912703991,1
2018-01-20 01:00:00,0.817,0.5954571386301665,1
2018-01-20 02:00:00,0.867,0.9070100846708152,0
2018-01-20 03:00:00,0.783,0.35888957362382956,1
2018-01-20 04:00:00,0.8,0.4304376688559387,1
2018-01-20 05:00:00,0.708,0.4824471522926098,1
2018-01-20 06:00:00,0.767,0.09290904301590497,1
2018-01-20 07:00:00,0.683,0.2376469561395309,1
2018-01-20 08:00:00,0.658,0.41854060749877586,1
2018-01-20 09:00:00,0.5,0.4139883985161509,1
2018-01-20 10:00:00,0.517,0.022793879940137374,1
2018-01-20 11:00:00,0.358,0.8076280129731545,0
2018-01-20 12:00:00,0.225,0.08581791832738628,1
2018-01-20 13:00:00,0.167,0.672503810282308,0
2018-01-20 14:00:00,0.192,0.454346385038775,0
2018-01-20 15:00:00,0.25,0.472807608283897,0
2018-01-20 16:00:00,0.542,0.8143975389421372,0
2018-01-20 17:00:00,0.642,0.6110582829982084,1
2018-01-20 18:00:00,0.608,0.6381234713262034,0
2018-01-20 19:00:00,0.692,0.8419805093431091,0
2018-01-20 20:00:00,0.85,0.9202739444395445,0
2018-01-20 21:00:00,0.858,0.7811049302244225,1
2018-01-20 22:00:00,0.883,0.01912256831548098,1
2018-01-20 23:00:00,0.85,0.26487982567776214,1
2018-01-21 00:00:00,0.875,0.191147825398287,1
2018-01-21 01:00:00,0.817,0.12471979202182482,1
2018-01-21 02:00:00,0.867,0.29694475909262297,1
2018-01-21 03:00:00,0.783,0.8276301039116444,0
2018-01-21 04:00:00,0.8,0.3457208465231245,1
2018-01-21 05:00:00,0.708,0.8280486984504019,0
2018-01-21 06:00:00,0.767,0.7541995559517121,1
2018-01-21 07:00:00,0.683,0.2345732851039165,1
2018-01-21 08:00:00,0.658,0.19713194208731677,1
2018-01-21 09:00:00,0.5,0.133975631049988,1
2018-01-21 10:00:00,0.517,0.8210803844015702,0
2018-01-21 11:00:00,0.358,0.31654837815024195,1
2018-01-21 12:00:00,0.225,0.08799350035262488,1
2018-01-21 13:00:00,0.167,0.06590989501142397,1
2018-01-21 14:00:00,0.192,0.43612364199758213,0
2018-01-21 15:00:00,0.25,0.3225705032778301,0
2018-01-21 16:00:00,0.542,0.5454791849091082,0
2018-01-21 17:00:00,0.642,0.732471514247546,0
2018-01-21 18:00:00,0.608,0.8861412046440178,0
2018-01-21 19:00:00,0.692,0.5496955160263987,1
